2024-05-02 16:22:40,626 INFO    StreamThr :40617 [internal.py:wandb_internal():86] W&B internal server running at pid: 40617, started at: 2024-05-02 16:22:40.625667
2024-05-02 16:22:40,627 DEBUG   HandlerThread:40617 [handler.py:handle_request():146] handle_request: status
2024-05-02 16:22:40,629 INFO    WriterThread:40617 [datastore.py:open_for_write():87] open: /teamspace/studios/this_studio/ENet-Road-segmentation/wandb/run-20240502_162240-dmerwpof/run-dmerwpof.wandb
2024-05-02 16:22:40,630 DEBUG   SenderThread:40617 [sender.py:send():379] send: header
2024-05-02 16:22:40,651 DEBUG   SenderThread:40617 [sender.py:send():379] send: run
2024-05-02 16:22:40,864 INFO    SenderThread:40617 [dir_watcher.py:__init__():211] watching files in: /teamspace/studios/this_studio/ENet-Road-segmentation/wandb/run-20240502_162240-dmerwpof/files
2024-05-02 16:22:40,865 INFO    SenderThread:40617 [sender.py:_start_run_threads():1124] run started: dmerwpof with start time 1714666960.625942
2024-05-02 16:22:40,869 DEBUG   HandlerThread:40617 [handler.py:handle_request():146] handle_request: check_version
2024-05-02 16:22:40,869 DEBUG   SenderThread:40617 [sender.py:send_request():406] send_request: check_version
2024-05-02 16:22:40,946 DEBUG   HandlerThread:40617 [handler.py:handle_request():146] handle_request: run_start
2024-05-02 16:22:40,947 DEBUG   HandlerThread:40617 [system_info.py:__init__():26] System info init
2024-05-02 16:22:40,947 DEBUG   HandlerThread:40617 [system_info.py:__init__():41] System info init done
2024-05-02 16:22:40,947 INFO    HandlerThread:40617 [system_monitor.py:start():194] Starting system monitor
2024-05-02 16:22:40,947 INFO    SystemMonitor:40617 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-02 16:22:40,947 INFO    HandlerThread:40617 [system_monitor.py:probe():214] Collecting system info
2024-05-02 16:22:40,948 INFO    SystemMonitor:40617 [interfaces.py:start():190] Started cpu monitoring
2024-05-02 16:22:40,949 INFO    SystemMonitor:40617 [interfaces.py:start():190] Started disk monitoring
2024-05-02 16:22:40,949 INFO    SystemMonitor:40617 [interfaces.py:start():190] Started memory monitoring
2024-05-02 16:22:40,950 INFO    SystemMonitor:40617 [interfaces.py:start():190] Started network monitoring
2024-05-02 16:22:40,970 DEBUG   HandlerThread:40617 [system_info.py:probe():150] Probing system
2024-05-02 16:22:40,972 DEBUG   HandlerThread:40617 [system_info.py:_probe_git():135] Probing git
