2024-05-02 16:31:19,399 INFO    StreamThr :51994 [internal.py:wandb_internal():86] W&B internal server running at pid: 51994, started at: 2024-05-02 16:31:19.398482
2024-05-02 16:31:19,400 DEBUG   HandlerThread:51994 [handler.py:handle_request():146] handle_request: status
2024-05-02 16:31:19,401 INFO    WriterThread:51994 [datastore.py:open_for_write():87] open: /teamspace/studios/this_studio/ENet-Road-segmentation/wandb/run-20240502_163119-z5gcoage/run-z5gcoage.wandb
2024-05-02 16:31:19,402 DEBUG   SenderThread:51994 [sender.py:send():379] send: header
2024-05-02 16:31:19,422 DEBUG   SenderThread:51994 [sender.py:send():379] send: run
2024-05-02 16:31:19,574 INFO    SenderThread:51994 [dir_watcher.py:__init__():211] watching files in: /teamspace/studios/this_studio/ENet-Road-segmentation/wandb/run-20240502_163119-z5gcoage/files
2024-05-02 16:31:19,574 INFO    SenderThread:51994 [sender.py:_start_run_threads():1124] run started: z5gcoage with start time 1714667479.398619
2024-05-02 16:31:19,578 DEBUG   HandlerThread:51994 [handler.py:handle_request():146] handle_request: check_version
2024-05-02 16:31:19,578 DEBUG   SenderThread:51994 [sender.py:send_request():406] send_request: check_version
2024-05-02 16:31:19,658 DEBUG   HandlerThread:51994 [handler.py:handle_request():146] handle_request: run_start
2024-05-02 16:31:19,659 DEBUG   HandlerThread:51994 [system_info.py:__init__():26] System info init
2024-05-02 16:31:19,659 DEBUG   HandlerThread:51994 [system_info.py:__init__():41] System info init done
2024-05-02 16:31:19,659 INFO    HandlerThread:51994 [system_monitor.py:start():194] Starting system monitor
2024-05-02 16:31:19,659 INFO    SystemMonitor:51994 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-02 16:31:19,659 INFO    HandlerThread:51994 [system_monitor.py:probe():214] Collecting system info
2024-05-02 16:31:19,660 INFO    SystemMonitor:51994 [interfaces.py:start():190] Started cpu monitoring
2024-05-02 16:31:19,660 INFO    SystemMonitor:51994 [interfaces.py:start():190] Started disk monitoring
2024-05-02 16:31:19,661 INFO    SystemMonitor:51994 [interfaces.py:start():190] Started memory monitoring
2024-05-02 16:31:19,662 INFO    SystemMonitor:51994 [interfaces.py:start():190] Started network monitoring
2024-05-02 16:31:19,686 DEBUG   HandlerThread:51994 [system_info.py:probe():150] Probing system
2024-05-02 16:31:19,688 DEBUG   HandlerThread:51994 [system_info.py:_probe_git():135] Probing git
