2024-05-02 15:13:25,941 INFO    StreamThr :36166 [internal.py:wandb_internal():86] W&B internal server running at pid: 36166, started at: 2024-05-02 15:13:25.940496
2024-05-02 15:13:25,942 DEBUG   HandlerThread:36166 [handler.py:handle_request():146] handle_request: status
2024-05-02 15:13:25,944 INFO    WriterThread:36166 [datastore.py:open_for_write():87] open: /teamspace/studios/this_studio/ENet-Road-segmentation/wandb/run-20240502_151325-e1g2u1mc/run-e1g2u1mc.wandb
2024-05-02 15:13:25,945 DEBUG   SenderThread:36166 [sender.py:send():379] send: header
2024-05-02 15:13:25,966 DEBUG   SenderThread:36166 [sender.py:send():379] send: run
2024-05-02 15:13:26,161 INFO    SenderThread:36166 [dir_watcher.py:__init__():211] watching files in: /teamspace/studios/this_studio/ENet-Road-segmentation/wandb/run-20240502_151325-e1g2u1mc/files
2024-05-02 15:13:26,161 INFO    SenderThread:36166 [sender.py:_start_run_threads():1124] run started: e1g2u1mc with start time 1714662805.941038
2024-05-02 15:13:26,165 DEBUG   HandlerThread:36166 [handler.py:handle_request():146] handle_request: check_version
2024-05-02 15:13:26,166 DEBUG   SenderThread:36166 [sender.py:send_request():406] send_request: check_version
2024-05-02 15:13:26,242 DEBUG   HandlerThread:36166 [handler.py:handle_request():146] handle_request: run_start
2024-05-02 15:13:26,244 DEBUG   HandlerThread:36166 [system_info.py:__init__():26] System info init
2024-05-02 15:13:26,244 DEBUG   HandlerThread:36166 [system_info.py:__init__():41] System info init done
2024-05-02 15:13:26,244 INFO    HandlerThread:36166 [system_monitor.py:start():194] Starting system monitor
2024-05-02 15:13:26,244 INFO    SystemMonitor:36166 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-02 15:13:26,244 INFO    HandlerThread:36166 [system_monitor.py:probe():214] Collecting system info
2024-05-02 15:13:26,245 INFO    SystemMonitor:36166 [interfaces.py:start():190] Started cpu monitoring
2024-05-02 15:13:26,245 INFO    SystemMonitor:36166 [interfaces.py:start():190] Started disk monitoring
2024-05-02 15:13:26,246 INFO    SystemMonitor:36166 [interfaces.py:start():190] Started memory monitoring
2024-05-02 15:13:26,247 INFO    SystemMonitor:36166 [interfaces.py:start():190] Started network monitoring
2024-05-02 15:13:26,267 DEBUG   HandlerThread:36166 [system_info.py:probe():150] Probing system
2024-05-02 15:13:26,268 DEBUG   HandlerThread:36166 [system_info.py:_probe_git():135] Probing git
2024-05-02 15:13:26,308 DEBUG   HandlerThread:36166 [system_info.py:_probe_git():143] Probing git done
2024-05-02 15:13:26,308 DEBUG   HandlerThread:36166 [system_info.py:probe():198] Probing system done
2024-05-02 15:13:26,308 DEBUG   HandlerThread:36166 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-1058-aws-x86_64-with-glibc2.31', 'python': '3.10.10', 'heartbeatAt': '2024-05-02T15:13:26.267330', 'startedAt': '2024-05-02T15:13:25.935479', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/teamspace/studios/this_studio/ENet-Road-segmentation/train.py', 'codePathLocal': 'train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/DayaAlex/ENet-Road-segmentation.git', 'commit': '0c8e3733b843079718e0187f883fec697292d5be'}, 'email': 'dayaalex7212@gmail.com', 'root': '/teamspace/studios/this_studio/ENet-Road-segmentation', 'host': 'ip-10-192-15-218', 'username': 'zeus', 'executable': '/home/zeus/miniconda3/envs/cloudspace/bin/python', 'cpu_count': 2, 'cpu_count_logical': 4, 'cpu_freq': {'current': 2649.7195, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2499.996, 'min': 0.0, 'max': 0.0}, {'current': 2499.996, 'min': 0.0, 'max': 0.0}, {'current': 2499.996, 'min': 0.0, 'max': 0.0}, {'current': 3098.89, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 387.4823341369629, 'used': 22.321147918701172}}, 'memory': {'total': 15.16165542602539}}
2024-05-02 15:13:26,308 INFO    HandlerThread:36166 [system_monitor.py:probe():224] Finished collecting system info
